1,0/0/0,0:0:0,+1.67,+254.9,+1.67,+21.1,-2.6,+2.2,+0,-0.44,-1.62
1,1/1/0,0:30:0,+1.33,+245.1,+3.75,+21.6,-2.7,+2.2,+0,-0.56,-1.21
1,1/1/0,1:0:0,+1.94,+242.8,+5.01,+21.6,-2.9,+2.4,+0,-0.88,-1.72
1,1/1/0,1:30:0,+1.91,+240.3,+4.19,+21.7,-2.6,+2.2,+0,-0.95,-1.66
1,1/1/0,2:0:0,+1.36,+246.6,+4.57,+21.9,-2.6,+2.2,+0,-0.54,-1.25
1,1/1/0,2:30:0,+1.89,+235.3,+4.58,+22.3,-2.6,+2.1,+0,-1.08,-1.55
1,1/1/0,3:0:0,+1.52,+239.9,+5.46,+22.4,-2.8,+2.0,+0,-0.76,-1.32
1,1/1/0,3:30:0,+1.48,+236.3,+3.73,+23.0,-2.4,+1.8,+0,-0.82,-1.23
1,1/1/0,4:0:0,+1.33,+239.2,+3.28,+23.1,-2.6,+2.1,+0,-0.68,-1.14
1,1/1/0,4:30:0,+1.20,+233.9,+3.26,+23.3,-2.7,+2.3,+0,-0.71,-0.97
1,1/1/0,5:0:0,+1.38,+225.5,+3.41,+23.4,-2.6,+2.2,+0,-0.97,-0.98
1,1/1/0,5:30:0,+0.60,+234.1,+1.61,+23.0,-2.8,+2.2,+0,-0.35,-0.49
1,1/1/0,6:0:0,+0.33,+27.0,+0.84,+19.4,-2.8,+2.3,+0,+0.30,+0.15
1,1/1/0,6:30:0,+0.65,+51.7,+0.96,+15.9,-2.4,+2.3,+0,+0.40,+0.51
1,1/1/0,7:0:0,+0.78,+54.3,+1.08,+14.0,-2.5,+2.2,+0,+0.46,+0.64
1,1/1/0,7:30:0,+0.78,+53.6,+1.24,+12.6,-2.4,+2.3,+0,+0.46,+0.63
1,1/1/0,8:0:0,+0.85,+53.1,+1.20,+11.7,-2.6,+2.3,+0,+0.51,+0.68
1,1/1/0,8:30:0,+0.82,+54.2,+1.24,+10.9,-2.5,+2.2,+0,+0.48,+0.67
1,1/1/0,9:0:0,+0.90,+53.3,+1.43,+10.3,-2.6,+2.1,+0,+0.54,+0.72
1,1/1/0,9:30:0,+0.94,+52.2,+1.74,+9.7,-2.7,+2.3,+0,+0.58,+0.74
1,1/1/0,10:0:0,+0.92,+54.5,+1.36,+9.3,-2.6,+2.1,+0,+0.53,+0.75
1,1/1/0,10:30:0,+0.86,+51.9,+1.41,+9.0,-2.6,+2.4,+0,+0.53,+0.68
1,1/1/0,11:0:0,+0.77,+45.8,+1.37,+8.7,-2.5,+2.3,+0,+0.54,+0.55
1,1/1/0,11:30:0,+0.75,+44.1,+1.49,+8.5,-2.6,+2.3,+0,+0.54,+0.52
1,1/1/0,12:0:0,+0.91,+44.5,+1.58,+8.2,-2.6,+2.2,+0,+0.65,+0.63
1,1/1/0,12:30:0,+0.80,+45.6,+1.62,+8.0,-2.6,+2.4,+0,+0.56,+0.57
1,1/1/0,13:0:0,+0.82,+48.8,+1.23,+7.8,-2.6,+2.4,+0,+0.54,+0.62
1,1/1/0,13:30:0,+0.79,+44.8,+1.40,+7.6,-2.4,+2.4,+0,+0.56,+0.56
1,1/1/0,14:0:0,+0.86,+49.9,+1.77,+7.5,-2.6,+2.4,+0,+0.56,+0.66
1,1/1/0,14:30:0,+0.92,+53.3,+1.43,+7.3,-2.6,+2.2,+0,+0.55,+0.74
1,1/1/0,15:0:0,+1.02,+51.4,+1.63,+6.9,-2.5,+2.3,+0,+0.64,+0.80
1,1/1/0,15:30:0,+0.84,+50.1,+1.56,+6.6,-2.5,+2.4,+0,+0.54,+0.65
1,1/1/0,16:0:0,+0.88,+47.3,+1.60,+6.5,-2.5,+2.3,+0,+0.59,+0.65
1,1/1/0,16:30:0,+0.80,+44.9,+1.26,+6.4,-2.6,+2.4,+0,+0.57,+0.56
1,1/1/0,17:0:0,+0.90,+48.9,+1.50,+6.6,-2.6,+2.3,+0,+0.59,+0.68
1,1/1/0,17:30:0,+0.90,+49.3,+1.55,+7.0,-2.6,+2.4,+0,+0.59,+0.69
1,1/1/0,18:0:0,+0.82,+44.0,+1.77,+7.7,-2.5,+2.2,+0,+0.59,+0.57
1,1/1/0,18:30:0,+0.70,+44.7,+1.30,+10.1,-2.5,+2.2,+0,+0.49,+0.49
1,1/1/0,19:0:0,+0.59,+44.4,+1.39,+13.0,-2.3,+2.4,+0,+0.42,+0.42
1,1/1/0,19:30:0,+0.35,+59.6,+0.97,+15.4,-2.6,+2.4,+0,+0.18,+0.30
1,1/1/0,20:0:0,+0.74,+220.9,+1.88,+18.5,-2.7,+2.2,+0,-0.56,-0.49
1,1/1/0,20:30:0,+0.65,+211.7,+1.53,+19.1,-2.4,+2.4,+0,-0.55,-0.34
1,1/1/0,21:0:0,+0.58,+218.6,+1.46,+19.7,-2.6,+2.3,+0,-0.45,-0.36
1,1/1/0,21:30:0,+0.96,+229.9,+2.05,+20.3,-2.5,+2.1,+0,-0.62,-0.74
1,1/1/0,22:0:0,+0.87,+216.7,+2.28,+20.8,-2.8,+2.1,+0,-0.70,-0.52
1,1/1/0,22:30:0,+1.12,+223.6,+2.51,+21.4,-2.4,+2.1,+0,-0.81,-0.77
1,1/1/0,23:0:0,+1.87,+231.7,+3.96,+22.5,-2.6,+2.1,+0,-1.16,-1.47
1,1/1/0,23:30:0,+2.37,+240.0,+5.28,+23.3,-2.4,+2.2,+0,-1.19,-2.06
1,2/1/0,0:0:0,+2.37,+237.8,+5.42,+23.7,-2.5,+2.0,+0,-1.26,-2.01
1,2/1/0,0:30:0,+1.79,+237.2,+5.73,+23.8,-2.8,+2.4,+0,-0.97,-1.51
1,2/1/0,1:0:0,+1.11,+243.9,+4.75,+22.6,-2.6,+2.2,+0,-0.49,-0.99
1,2/1/0,1:30:0,+0.75,+66.1,+2.57,+20.7,-2.3,+2.3,+0,+0.31,+0.69
1,2/1/0,2:0:0,+0.59,+207.0,+2.75,+20.3,-2.5,+2.0,+0,-0.53,-0.27
1,2/1/0,2:30:0,+1.95,+236.6,+7.00,+21.5,-2.6,+2.1,+0,-1.08,-1.63
1,2/1/0,3:0:0,+1.61,+246.2,+4.67,+20.5,-3.0,+2.3,+0,-0.65,-1.48
1,2/1/0,3:30:0,+0.70,+231.6,+4.65,+19.0,-2.6,+2.3,+0,-0.44,-0.55
1,2/1/0,4:0:0,+0.52,+59.0,+1.45,+17.5,-2.7,+2.3,+0,+0.27,+0.45
1,2/1/0,4:30:0,+0.54,+46.0,+1.02,+17.3,-2.7,+2.2,+0,+0.38,+0.39
1,2/1/0,5:0:0,+0.49,+47.5,+1.55,+17.2,-2.6,+2.2,+0,+0.33,+0.36
1,2/1/0,5:30:0,+0.49,+53.9,+1.25,+16.8,-2.7,+2.2,+0,+0.29,+0.40
1,2/1/0,6:0:0,+0.61,+52.1,+1.04,+16.2,-2.6,+2.3,+0,+0.37,+0.48
1,2/1/0,6:30:0,+0.72,+55.3,+1.49,+15.3,-2.6,+2.2,+0,+0.41,+0.59
1,2/1/0,7:0:0,+0.78,+55.1,+1.58,+15.1,-2.5,+2.2,+0,+0.45,+0.64
1,2/1/0,7:30:0,+0.78,+52.5,+1.52,+14.6,-2.7,+2.3,+0,+0.48,+0.62
1,2/1/0,8:0:0,+0.74,+51.8,+1.39,+14.1,-2.5,+2.3,+0,+0.46,+0.58
1,2/1/0,8:30:0,+0.71,+51.4,+1.43,+13.2,-2.6,+2.2,+0,+0.44,+0.56
