"","GPP","R","NEP","datetime"
"1",0.0291122891702732,-0.00163851375465823,0.0275005319122337,2020-07-25
"2",0.259466580462607,-0.178746888987643,0.0215871269573617,2020-07-26
"3",0.235336712561909,-0.146408263570183,0.0347492937731815,2020-07-27
"4",0.553221229211727,-0.383292578448195,0.0267512515868513,2020-07-28
"5",0.213251455472975,-0.170906407411218,-0.0222075112007997,2020-07-29
"6",0.360979289726419,-0.25130634207904,0.0157614325457757,2020-07-30
"7",0.488911588030864,-0.364597450046106,-0.0126739463310959,2020-07-31
"8",0.56043747270718,-0.392350414409488,0.0214015178493284,2020-08-01
"9",0.473288364684353,-0.431557894113152,-0.122659138438705,2020-08-02
"10",0.60605840791287,-0.348688695459418,0.129305312329706,2020-08-03
"11",0.1855934212099,-0.0156021821121809,0.167632770184495,2020-08-04
"12",0.0127641238614504,0.0736667455856701,0.116482620297954,2020-08-05
"13",-0.146509130008893,0.179850557222616,0.102929756090761,2020-08-06
"14",-0.517312755373575,0.840073330916746,0.65135803367178,2020-08-07
"15",0.0233478440615159,0.113901109278062,0.183790845261806,2020-08-08
"16",-0.248790086704536,0.437142661372939,0.35977641465524,2020-08-09
"17",0.0390258523878011,-0.04692508492118,-0.0260386104294346,2020-08-10
"18",0.342511092449184,0.00232297363631843,0.353060610586338,2020-08-11
"19",0.00646983610694576,0.188466351344268,0.271262368550108,2020-08-12
"20",-0.465380108658564,0.415810319004919,0.108622039121565,2020-08-13
"21",0.440615773037841,-0.277934881511334,0.0596990409801776,2020-08-14
"22",0.167673700150844,-0.0610890584738494,0.0854565903822646,2020-08-15
"23",0.328773838406321,-0.203409564444926,0.0501300636199637,2020-08-16
"24",0.330255718859855,-0.263996539210195,-0.0446700034259616,2020-08-17
"25",0.187042401187547,-0.128806265234047,0.00466402598057587,2020-08-18
"26",0.382160014030345,-0.289052246188876,-0.0279121716465317,2020-08-19
"27",0.0701646761168302,0.00248726318889679,0.0752561351160177,2020-08-20
"28",0.199288721623155,-0.104316637717926,0.0526027079381378,2020-08-21
"29",-0.0488254045042045,0.130436007270604,0.138851682514878,2020-08-22
"30",0.00299141016920665,0.0763499764765022,0.113518852947321,2020-08-23
"31",0.337768585936254,-0.175561079835505,0.0909518871516141,2020-08-24
"32",-0.0954631964004755,0.172246947049764,0.15171402068428,2020-08-25
"33",0.0751613289767002,0.0370908255583324,0.130423828273366,2020-08-26
"34",0.0819643178113182,-0.00404424094690376,0.0778569972458259,2020-08-27
"35",0.202199376219293,-0.0453652479812568,0.140866663740438,2020-08-28
"36",-0.459116328473955,0.618185982034579,0.425511978970245,2020-08-29
"37",0.237955721424504,-0.0300367484947363,0.1995611857603,2020-08-30
"38",-0.148880006157572,0.236120146745733,0.189572971981838,2020-08-31
"39",0.174145547325489,0.12289377697109,0.355654534162927,2020-09-01
"40",0.319218703524513,-0.0625754756957555,0.235475860039686,2020-09-02
"41",0.22387745495432,-0.143694604340318,0.0207422285673569,2020-09-03
"42",0.136854886203925,-0.090066177031591,0.00945818084340846,2020-09-04
"43",0.287593558839299,-0.139671011937784,0.085691914651947,2020-09-05
"44",0.0307591176753421,0.063851826427567,0.126512031879704,2020-09-06
"45",0.262624708813705,-0.137833931435459,0.062927889842037,2020-09-07
"46",0.0388593268673206,0.155060571812925,0.270627398224174,2020-09-08
